project_id;spec_item_id;spec_name;было_цена;было_карточка;было_url;М_цена;М_карточка;М_url;С_цена;С_карточка;С_url;size_первого_было
17;7705;Клапан обратный осевой фланцевый корпус чугун, диск чугун, PN16 Ду50;8479.098712;CA3241-0050 - Обратный клапан CA3241 Ду50 Ру16 Tecofi;https://termopartner.ru/catalog/truboprovodnaya_armatura/obratnye_klapany/obratnye_klapany_tecofi/obratnye_klapany_ca3241_tecofi/obratnyy_klapan_ca3241_0050_tecofi_du50_ru16/;8479.098712;CA3241-0050 - Обратный клапан CA3241 Ду50 Ру16 Tecofi;https://termopartner.ru/catalog/truboprovodnaya_armatura/obratnye_klapany/obratnye_klapany_tecofi/obratnye_klapany_ca3241_tecofi/obratnyy_klapan_ca3241_0050_tecofi_du50_ru16/;8479.098712;CA3241-0050 - Обратный клапан CA3241 Ду50 Ру16 Tecofi;https://termopartner.ru/catalog/truboprovodnaya_armatura/obratnye_klapany/obratnye_klapany_tecofi/obratnye_klapany_ca3241_tecofi/obratnyy_klapan_ca3241_0050_tecofi_du50_ru16/;True
17;7708;Кран шаровой латунный для природного газа 11Б27п Ду25 А12 газнр/нр рычаг;288;Кран шаровой латунный газ 11б27п А12 Ду 25 НР рычаг БАЗ А500мм;https://rosarmatorg.ru/kran-sharovoj-latunnij-gaz-11b27p-a12-du-25-nr-richag-baz-a500mm-100-439-5282;288;Кран шаровой латунный газ 11б27п А12 Ду 25 НР рычаг БАЗ А500мм;https://rosarmatorg.ru/kran-sharovoj-latunnij-gaz-11b27p-a12-du-25-nr-richag-baz-a500mm-100-439-5282;288;Кран шаровой латунный газ 11б27п А12 Ду 25 НР рычаг БАЗ А500мм;https://rosarmatorg.ru/kran-sharovoj-latunnij-gaz-11b27p-a12-du-25-nr-richag-baz-a500mm-100-439-5282;True
17;7709;Кран шаровой латунный для природного газа 11Б27п Ду25 А12 газнр/нр рычаг;288;Кран шаровой латунный газ 11б27п А12 Ду 25 НР рычаг БАЗ А500мм;https://rosarmatorg.ru/kran-sharovoj-latunnij-gaz-11b27p-a12-du-25-nr-richag-baz-a500mm-100-439-5282;288;Кран шаровой латунный газ 11б27п А12 Ду 25 НР рычаг БАЗ А500мм;https://rosarmatorg.ru/kran-sharovoj-latunnij-gaz-11b27p-a12-du-25-nr-richag-baz-a500mm-100-439-5282;288;Кран шаровой латунный газ 11б27п А12 Ду 25 НР рычаг БАЗ А500мм;https://rosarmatorg.ru/kran-sharovoj-latunnij-gaz-11b27p-a12-du-25-nr-richag-baz-a500mm-100-439-5282;True
17;7710;"Кран шаровой латунный с рычагом из стали, резьбы внутренняя-внутренняя по ISO 7:2000, DN 1""1/2";778;Шаровой кран с внутренней резьбой UNI ISO 7/1 Ду 15 мм, PN 40 бар;https://mossan.ru/kran-bvr-sharovoy-zapornyy-1-2;1085.26;Кран шаровый Danfoss BVR;https://xn--b1agyekgek.xn--p1ai/product/danfoss-kran-sharovyy-tip-bvr/;;;;False
17;7711;"Кран шаровой латунный, резьбы внутренняя-внутренняя по ISO 7:2000, DN 1""";735.05;Кран шаровой латунный DN 20 PN40 с внутренней резьбой Danfoss UNI ISO ;https://proconsim.ru/product/910000228/;980;Ridan 065B8207R - Латунный шаровой кран RIDAN с внутренней резьбой UNI;https://ridan-foss.ru/ridan-065b8207r-latunnyy-sharovoy-kran-ridan-s-vnutrenney-rezboy-uni-iso-7-1-du-15-mm-pn-40-bar;2070;Кран шаровой латунь ВР UNI ISO 7/1 Ду 25 мм, PN 40 бар 065B8209R;https://rosarmatorg.ru/latunnyj-sharovoj-kran-ridan-s-vnutrennej-rezboj-uni-iso-7-1-du-25-mm-pn-40-bar-065b8209r;False
17;7712;"Кран шаровой латунный, резьбы внутренняя-внутренняя по ISO 7:2000, DN 1""1/4";1085.26;Кран шаровый Danfoss BVR;https://xn--b1agyekgek.xn--p1ai/product/danfoss-kran-sharovyy-tip-bvr/;1085.26;Кран шаровый Danfoss BVR;https://xn--b1agyekgek.xn--p1ai/product/danfoss-kran-sharovyy-tip-bvr/;;;;None
17;7713;"Кран шаровой латунный, резьбы внутренняя-внутренняя по ISO 7:2000, DN 3/4""";735.05;Кран шаровой латунный DN 20 PN40 с внутренней резьбой Danfoss UNI ISO ;https://proconsim.ru/product/910000228/;735.05;Кран шаровой латунный DN 20 PN40 с внутренней резьбой Danfoss UNI ISO ;https://proconsim.ru/product/910000228/;735.05;Кран шаровой латунный DN 20 PN40 с внутренней резьбой Danfoss UNI ISO ;https://proconsim.ru/product/910000228/;True
17;7714;РЕДУКТОР ДАВЛЕНИЯ ПОРШНЕВОЙ HEIZEN 304 Ду15;864.94;Редуктор давления Heizen 1/2 304C;https://yunimag.ru/goods/1535078-reduktor-davleniya-heizen-304c.html;864.94;Редуктор давления Heizen 1/2 304C;https://yunimag.ru/goods/1535078-reduktor-davleniya-heizen-304c.html;865;"Редуктор давления поршневой Heizen 1/2&amp;quot;";https://www.vestatrade.ru/predohranitelno-reguliruyushchaya-armatura/reduktory-davleniya/reduktory-davleniya-heizen/reduktor-davlenija-porshnevoj-heizen-12/;None
17;7736;Клапан обратный осевой муфтовый корпус латунь, диск нитрил G2'';2794;Осевой муфтовый обратный клапан, ДУ 2“;https://astra-pools.com/zapornaya-armatura-tecofi/obratnye-klapany/osevoy-muftovyy-obratnyy-klapan-du-2-69;2794;Осевой муфтовый обратный клапан, ДУ 2“;https://astra-pools.com/zapornaya-armatura-tecofi/obratnye-klapany/osevoy-muftovyy-obratnyy-klapan-du-2-69;2794;Осевой муфтовый обратный клапан, ДУ 2“;https://astra-pools.com/zapornaya-armatura-tecofi/obratnye-klapany/osevoy-muftovyy-obratnyy-klapan-du-2-69;True
17;7737;Кран шаровой латунный для природного газа 11Б27п Ду50 А12 газнр/нр рычаг;1618;Кран шаровой латунный Стандарт 221 аналог 11б27п1 Ду50 ВР/НР рычаг ГАЛ;https://rosarmatorg.ru/kran-sharovoj-latunnij-standart-221-analog-11b27p1-du50-vrnr-richag-gallop;1618;Кран шаровой латунный Стандарт 221 аналог 11б27п1 Ду50 ВР/НР рычаг ГАЛ;https://rosarmatorg.ru/kran-sharovoj-latunnij-standart-221-analog-11b27p1-du50-vrnr-richag-gallop;1618;Кран шаровой латунный Стандарт 221 аналог 11б27п1 Ду50 ВР/НР рычаг ГАЛ;https://rosarmatorg.ru/kran-sharovoj-latunnij-standart-221-analog-11b27p1-du50-vrnr-richag-gallop;True
17;7768;"Кран шаровой латунный, резьбы внутренняя-внутренняя по ISO 7:2000, DN 1/2""";778;Шаровой кран с внутренней резьбой UNI ISO 7/1 Ду 15 мм, PN 40 бар;https://mossan.ru/kran-bvr-sharovoy-zapornyy-1-2;778;Шаровой кран с внутренней резьбой UNI ISO 7/1 Ду 15 мм, PN 40 бар;https://mossan.ru/kran-bvr-sharovoy-zapornyy-1-2;778;Шаровой кран с внутренней резьбой UNI ISO 7/1 Ду 15 мм, PN 40 бар;https://mossan.ru/kran-bvr-sharovoy-zapornyy-1-2;True
17;7775;Кран для манометра трехходовой (кран под манометр) ABRA VFM16-FGFG DN15 PN16 внутр.G1/2 / внутр. G1/2;628;ABRA VFM16-FGFG внутр.G1/2” / внутр. G1/2”;https://armarost.ru/catalog/zapornaya_armatura/krany/krany_sharovye_latunnye/abra_vfm16_fgfg_vnutr_g1_2_vnutr_g1_2.html;628;ABRA VFM16-FGFG внутр.G1/2” / внутр. G1/2”;https://armarost.ru/catalog/zapornaya_armatura/krany/krany_sharovye_latunnye/abra_vfm16_fgfg_vnutr_g1_2_vnutr_g1_2.html;628;ABRA VFM16-FGFG внутр.G1/2” / внутр. G1/2”;https://armarost.ru/catalog/zapornaya_armatura/krany/krany_sharovye_latunnye/abra_vfm16_fgfg_vnutr_g1_2_vnutr_g1_2.html;True
17;7777;Манометр ТМ серия 10 модель 2;353;"РОСМА  ТМ-510P.00(0-1,6MРа)G1/2.1,5.M2  Манометр диам. 100 мм; тип ТМ;";https://suntehnik.ru/catalog/manometry/rosma_tm_510p_00_0_1_6mra_g1_2_1_5_m2_manometr_diam_100_mm_tip_tm_seriya_10_model_2_kt_1_5_ip40_g1_2/;353;"РОСМА  ТМ-510P.00(0-1,6MРа)G1/2.1,5.M2  Манометр диам. 100 мм; тип ТМ;";https://suntehnik.ru/catalog/manometry/rosma_tm_510p_00_0_1_6mra_g1_2_1_5_m2_manometr_diam_100_mm_tip_tm_seriya_10_model_2_kt_1_5_ip40_g1_2/;353;"РОСМА  ТМ-510P.00(0-1,6MРа)G1/2.1,5.M2  Манометр диам. 100 мм; тип ТМ;";https://suntehnik.ru/catalog/manometry/rosma_tm_510p_00_0_1_6mra_g1_2_1_5_m2_manometr_diam_100_mm_tip_tm_seriya_10_model_2_kt_1_5_ip40_g1_2/;None
17;7780;Клапан обратный осевой фланцевый корпус чугун, диск чугун, PN16 Ду65;11985.92892;CA3241-0065 - Обратный клапан CA3241 Ду65 Ру16 Tecofi;https://termopartner.ru/catalog/truboprovodnaya_armatura/obratnye_klapany/obratnye_klapany_tecofi/obratnye_klapany_ca3241_tecofi/obratnyy_klapan_ca3241_0065_tecofi_du65_ru16/;11985.92892;CA3241-0065 - Обратный клапан CA3241 Ду65 Ру16 Tecofi;https://termopartner.ru/catalog/truboprovodnaya_armatura/obratnye_klapany/obratnye_klapany_tecofi/obratnye_klapany_ca3241_tecofi/obratnyy_klapan_ca3241_0065_tecofi_du65_ru16/;11985.92892;CA3241-0065 - Обратный клапан CA3241 Ду65 Ру16 Tecofi;https://termopartner.ru/catalog/truboprovodnaya_armatura/obratnye_klapany/obratnye_klapany_tecofi/obratnye_klapany_ca3241_tecofi/obratnyy_klapan_ca3241_0065_tecofi_du65_ru16/;True
17;7781;Воронка кровельная обогреваемая с обжимным металлическим фланцем и листвоуловителе VMO 110x165 (арт. 01.011);6950;Кровельная воронка Fachmann VMO 110x165 с электроподогревом, листвоуло;https://teploshop.ru/catalog/fachmann_vmo_110x165_s_elektropodogrevom.html;6950;Кровельная воронка Fachmann VMO 110x165 с электроподогревом, листвоуло;https://teploshop.ru/catalog/fachmann_vmo_110x165_s_elektropodogrevom.html;6950;Кровельная воронка Fachmann VMO 110x165 с электроподогревом, листвоуло;https://teploshop.ru/catalog/fachmann_vmo_110x165_s_elektropodogrevom.html;None
17;7783;Насосная повысительная установка с насосами ANTARUS 3 MLV4-6/01/GPRS производительностью Q=10,65 м³/час, напором Н=59 м, N=1,5 кВт с запорной и предохранительной арматурой, датчиками, манометрами и электрошкафом распределительного устройства (2 раб., 1 рез);868753;Насосная станция Antarus 3MLV4-6;https://msk.tssib.ru/nasosnoe-oborudovanie/nasosnye-stantsii/ustanovki-povysheniya-davleniya/ustanovki-povysheniya-davleniya-antarus/nasosnaya-stantsiya-antarus-3mlv4-6/;868753;Насосная станция Antarus 3MLV4-6;https://msk.tssib.ru/nasosnoe-oborudovanie/nasosnye-stantsii/ustanovki-povysheniya-davleniya/ustanovki-povysheniya-davleniya-antarus/nasosnaya-stantsiya-antarus-3mlv4-6/;868753;Насосная станция Antarus 3MLV4-6;https://msk.tssib.ru/nasosnoe-oborudovanie/nasosnye-stantsii/ustanovki-povysheniya-davleniya/ustanovki-povysheniya-davleniya-antarus/nasosnaya-stantsiya-antarus-3mlv4-6/;None
17;7784;Насосная повысительная установка с насосами ANTARUS 3 MLV4-7/01/GPRS производительностью Q=8,6 м³/час, напором Н=85 м, N=2,2 кВт с запорной и...;873275;Насосная станция Antarus 3MLV4-3;https://tssib.ru/nasosnoe-oborudovanie/nasosnye-stantsii/ustanovki-povysheniya-davleniya/ustanovki-povysheniya-davleniya-antarus/nasosnaya-stantsiya-antarus-3mlv4-3/;873275;Насосная станция Antarus 3MLV4-3;https://tssib.ru/nasosnoe-oborudovanie/nasosnye-stantsii/ustanovki-povysheniya-davleniya/ustanovki-povysheniya-davleniya-antarus/nasosnaya-stantsiya-antarus-3mlv4-3/;873275;Насосная станция Antarus 3MLV4-3;https://tssib.ru/nasosnoe-oborudovanie/nasosnye-stantsii/ustanovki-povysheniya-davleniya/ustanovki-povysheniya-davleniya-antarus/nasosnaya-stantsiya-antarus-3mlv4-3/;None
